Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Team
Victor Lindelöf,2.0,SWE,CB,29-061,90,0,0,0,0,1,0,0,0,69,0,1,0,0.1,0.1,0.1,3,0,62,66,93.9,3,54,0,1,1,Manchester Utd
Diogo Dalot,20.0,POR,"RB,CB",24-182,90,0,0,0,0,0,0,0,0,50,6,1,0,0.0,0.0,0.2,4,0,34,42,81.0,4,28,1,5,4,Manchester Utd
André Onana,24.0,CMR,GK,27-167,90,0,0,0,0,0,0,0,0,44,0,0,0,0.0,0.0,0.0,0,0,30,41,73.2,0,37,0,0,0,Manchester Utd
Danny Welbeck,18.0,ENG,FW,32-294,63,1,0,0,0,2,1,0,0,35,3,1,0,0.5,0.5,0.0,2,1,20,23,87.0,2,22,1,1,0,Brighton
João Pedro,9.0,BRA,FW,21-355,27,1,0,0,0,1,1,0,0,26,2,1,0,0.1,0.1,0.3,3,0,17,20,85.0,2,16,2,1,0,Brighton
Kaoru Mitoma,22.0,JPN,LW,26-119,90,0,0,0,0,1,1,0,0,39,1,1,1,0.1,0.1,0.0,2,0,20,26,76.9,1,31,7,5,0,Brighton
Simon Adingra,24.0,CIV,RW,21-258,84,0,1,0,0,0,0,0,0,42,3,2,0,0.0,0.0,0.5,1,1,26,31,83.9,0,23,3,2,1,Brighton
Evan Ferguson,28.0,IRL,RW,18-332,6,0,0,0,0,1,1,0,0,10,0,0,1,0.1,0.1,0.0,0,0,6,6,100.0,0,10,1,1,0,Brighton
Adam Lallana,14.0,ENG,AM,35-129,63,0,0,0,0,0,0,0,0,24,1,1,0,0.0,0.0,0.0,1,0,19,21,90.5,1,15,0,1,1,Brighton
Ansu Fati,31.0,ESP,AM,20-320,27,0,0,0,0,2,2,0,0,14,0,0,2,0.5,0.5,0.0,2,0,8,9,88.9,4,8,1,1,0,Brighton
Mahmoud Dahoud,8.0,GER,DM,27-258,76,0,0,0,0,0,0,0,0,54,2,0,1,0.0,0.0,0.0,1,0,42,48,87.5,0,30,0,0,0,Brighton
Billy Gilmour,11.0,SCO,DM,22-097,14,0,0,0,0,0,0,0,0,17,0,0,0,0.0,0.0,0.4,1,0,15,16,93.8,1,8,0,0,0,Brighton
Pascal Groß,13.0,GER,DM,32-093,90,1,0,0,0,2,2,0,0,112,1,0,3,0.3,0.3,0.0,2,1,99,101,98.0,5,74,2,2,1,Brighton
Tariq Lamptey,2.0,GHA,LB,22-351,76,0,2,0,0,1,0,1,0,53,1,0,0,0.0,0.0,0.4,3,2,41,48,85.4,2,31,8,2,1,Brighton
James Milner,6.0,ENG,LB,37-255,14,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,8,8,100.0,0,5,0,0,0,Brighton
Lewis Dunk,5.0,ENG,CB,31-299,90,0,0,0,0,0,0,0,0,100,0,2,1,0.0,0.0,0.0,1,1,86,94,91.5,2,65,0,2,1,Brighton
Jan Paul van Hecke,29.0,NED,CB,23-100,90,0,0,0,0,0,0,1,0,111,2,1,2,0.0,0.0,0.0,0,0,98,102,96.1,2,78,1,0,0,Brighton
Joël Veltman,34.0,NED,RB,31-244,90,0,0,0,0,0,0,0,0,85,3,1,2,0.0,0.0,0.0,0,0,59,69,85.5,5,55,3,2,1,Brighton
Jason Steele,23.0,ENG,GK,33-029,90,0,0,0,0,0,0,0,0,57,0,0,0,0.0,0.0,0.0,0,0,50,55,90.9,0,42,0,0,0,Brighton
Son Heung-min,7.0,KOR,FW,31-070,79,0,0,0,0,3,1,0,0,28,0,0,0,0.2,0.2,0.0,0,0,16,18,88.9,1,18,2,1,0,Tottenham
Brennan Johnson,22.0,WAL,RW,22-116,11,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.1,2,0,7,7,100.0,0,6,2,1,0,Tottenham
Manor Solomon,27.0,ISR,LW,24-054,79,0,0,0,0,4,1,1,0,47,0,0,2,0.3,0.3,0.2,6,0,25,31,80.6,7,34,5,8,4,Tottenham
Ivan Perišić,14.0,CRO,LW,34-226,11,0,1,0,0,1,0,1,0,17,1,0,0,0.1,0.1,0.2,2,2,7,14,50.0,0,9,4,0,0,Tottenham
Dejan Kulusevski,21.0,SWE,"RW,RM",23-144,90,1,0,0,0,7,2,0,0,61,1,0,0,0.3,0.3,0.9,8,0,38,51,74.5,6,43,9,3,0,Tottenham
James Maddison,10.0,ENG,"AM,LM",26-297,90,0,0,0,0,3,2,1,0,86,3,0,0,0.2,0.2,0.1,11,0,60,77,77.9,19,62,4,6,3,Tottenham
Yves Bissouma,8.0,MLI,"DM,CM",27-017,90,0,0,0,0,2,1,1,0,102,1,1,3,0.5,0.5,0.1,6,0,78,90,86.7,16,72,8,5,4,Tottenham
Pape Matar Sarr,29.0,SEN,DM,21-002,79,0,0,0,0,3,2,0,0,65,0,1,0,0.3,0.3,0.1,3,0,54,61,88.5,8,44,4,1,1,Tottenham
Richarlison,9.0,BRA,FW,26-129,11,1,1,0,0,2,1,1,0,8,0,0,1,0.3,0.3,0.1,1,1,3,5,60.0,0,7,1,0,0,Tottenham
Destiny Udogie,38.0,ITA,LB,20-292,90,0,0,0,0,0,0,0,0,87,3,3,1,0.0,0.0,0.0,4,0,62,74,83.8,6,45,4,2,1,Tottenham
Micky van de Ven,37.0,NED,CB,22-150,89,0,0,0,0,0,0,1,0,75,3,0,0,0.0,0.0,0.0,1,0,65,67,97.0,6,48,0,1,0,Tottenham
Pierre Højbjerg,5.0,DEN,CB,28-042,1,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,5,6,83.3,1,4,0,0,0,Tottenham
Cristian Romero,17.0,ARG,CB,25-142,90,0,0,0,0,2,0,0,0,90,3,1,0,0.1,0.1,0.1,2,1,72,80,90.0,7,61,3,0,0,Tottenham
Pedro Porro,23.0,ESP,RB,24-003,89,0,0,0,0,1,0,0,0,74,2,0,3,0.0,0.0,0.2,7,0,56,66,84.8,13,39,1,1,1,Tottenham
Emerson,12.0,BRA,RB,24-245,1,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,7,8,87.5,1,6,2,1,0,Tottenham
Guglielmo Vicario,13.0,ITA,GK,26-344,90,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.0,1,0,24,28,85.7,0,18,0,0,0,Tottenham
Cameron Archer,10.0,ENG,FW,22-057,90,0,0,0,0,0,0,1,0,29,1,0,3,0.0,0.0,0.1,2,0,17,21,81.0,2,21,2,1,1,Sheffield Utd
Oliver McBurnie,9.0,SCO,FW,27-104,89,0,0,0,0,2,1,2,1,51,2,0,4,0.2,0.2,0.0,2,0,18,36,50.0,3,21,0,0,0,Sheffield Utd
James Mcatee,28.0,ENG,CM,20-333,69,0,0,0,0,2,2,0,0,13,1,0,0,0.3,0.3,0.0,0,0,5,6,83.3,0,6,0,2,1,Sheffield Utd
Oliver Norwood,16.0,NIR,CM,32-157,21,0,0,0,0,1,1,0,0,15,4,1,2,0.0,0.0,0.0,0,0,2,7,28.6,0,3,0,0,0,Sheffield Utd
Vinicius Souza,21.0,BRA,CM,24-091,90,0,0,0,0,0,0,0,0,35,1,4,1,0.0,0.0,0.0,1,1,21,23,91.3,1,20,0,1,1,Sheffield Utd
Gustavo Hamer,8.0,NED,CM,26-084,80,1,0,0,0,1,1,0,0,50,3,0,2,0.1,0.1,0.3,3,0,22,35,62.9,2,17,0,1,0,Sheffield Utd
Tom Davies,22.0,ENG,CM,25-078,10,0,0,0,0,0,0,1,0,10,1,1,0,0.0,0.0,0.0,0,0,4,5,80.0,0,2,0,1,0,Sheffield Utd
Luke Thomas,14.0,ENG,WB,22-098,90,0,0,0,0,0,0,0,0,27,2,0,1,0.0,0.0,0.0,0,0,12,14,85.7,2,11,0,0,0,Sheffield Utd
Jayden Bogle,20.0,ENG,WB,23-051,85,0,0,0,0,0,0,0,0,26,0,1,0,0.0,0.0,0.2,1,0,14,20,70.0,0,16,1,0,0,Sheffield Utd
Auston Trusty,5.0,USA,CB,25-035,5,0,0,0,0,0,0,0,0,5,1,1,0,0.0,0.0,0.0,0,0,1,2,50.0,0,1,0,0,0,Sheffield Utd
Jack Robinson,19.0,ENG,CB,30-015,90,0,1,0,0,0,0,1,0,34,2,0,4,0.0,0.0,0.1,1,1,17,23,73.9,1,13,0,1,1,Sheffield Utd
Anel Ahmedhodžić,15.0,BIH,"CB,WB",24-174,90,0,0,0,0,0,0,0,0,34,3,1,3,0.0,0.0,0.0,1,0,13,22,59.1,1,19,0,2,0,Sheffield Utd
Chris Basham,6.0,ENG,CB,35-058,90,0,0,0,0,1,0,1,0,46,1,1,1,0.1,0.1,0.0,0,0,21,32,65.6,1,19,0,1,1,Sheffield Utd
Wes Foderingham,18.0,ENG,GK,32-245,90,0,0,0,0,0,0,1,0,53,0,0,0,0.0,0.0,0.0,0,0,35,49,71.4,0,31,0,0,0,Sheffield Utd
Callum Wilson,9.0,ENG,FW,31-201,90,1,0,1,1,2,0,1,0,38,0,0,0,1.0,0.2,0.0,0,0,16,27,59.3,1,26,1,4,3,Newcastle Utd
Harvey Barnes,15.0,ENG,LW,25-281,82,0,0,0,0,2,0,0,0,37,1,1,0,0.1,0.1,0.0,2,0,20,30,66.7,0,24,8,4,3,Newcastle Utd
Miguel Almirón,24.0,PAR,RW,29-218,8,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,3,3,100.0,0,3,0,1,0,Newcastle Utd
Anthony Gordon,10.0,ENG,"RW,LW",22-204,90,0,0,0,0,0,0,1,0,42,2,0,1,0.0,0.0,0.0,1,1,26,34,76.5,3,24,4,6,2,Newcastle Utd
Elliot Anderson,32.0,SCO,LM,20-314,90,0,0,0,0,0,0,0,0,49,2,0,1,0.0,0.0,0.0,1,0,25,39,64.1,7,25,2,4,3,Newcastle Utd
Bruno Guimarães,39.0,BRA,CM,25-304,90,0,0,0,0,1,1,1,0,71,0,0,2,0.3,0.3,0.0,1,0,50,59,84.7,6,45,3,5,2,Newcastle Utd
Sean Longstaff,36.0,ENG,RM,25-321,90,0,0,0,0,0,0,0,0,51,2,0,1,0.0,0.0,0.1,1,0,33,42,78.6,7,23,1,0,0,Newcastle Utd
Dan Burn,33.0,ENG,LB,31-130,90,0,0,0,0,0,0,0,0,80,2,3,1,0.0,0.0,0.1,2,0,51,66,77.3,4,25,0,1,0,Newcastle Utd
Sven Botman,4.0,NED,CB,23-247,90,0,0,0,0,1,0,0,0,55,1,0,1,0.1,0.1,0.3,1,0,41,46,89.1,1,20,0,0,0,Newcastle Utd
Fabian Schär,5.0,SUI,CB,31-270,90,0,0,0,0,1,0,0,0,65,1,1,2,0.0,0.0,0.0,2,0,41,54,75.9,1,25,0,1,0,Newcastle Utd
Kieran Trippier,2.0,ENG,RB,32-362,90,0,0,0,0,1,0,0,0,104,1,1,0,0.0,0.0,0.2,3,0,71,95,74.7,7,32,2,1,1,Newcastle Utd
Nick Pope,22.0,ENG,GK,31-150,90,0,0,0,0,0,0,0,0,29,0,0,0,0.0,0.0,0.0,0,0,19,28,67.9,0,14,0,0,0,Newcastle Utd
Yoane Wissa,11.0,COD,FW,27-013,90,0,0,0,0,5,1,1,0,35,1,0,1,0.3,0.3,0.0,5,0,14,24,58.3,2,22,3,4,4,Brentford
Bryan Mbeumo,19.0,CMR,"FW,RB",24-040,90,0,0,0,0,1,0,0,0,37,1,0,0,0.0,0.0,0.0,1,0,16,26,61.5,3,25,0,4,0,Brentford
Vitaly Janelt,27.0,GER,CM,25-129,71,0,0,0,0,0,0,0,0,34,2,0,1,0.0,0.0,0.1,2,0,22,29,75.9,3,22,0,1,1,Brentford
Kevin Schade,9.0,GER,CM,21-293,19,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,2,5,40.0,0,6,1,0,0,Brentford
Christian Nørgaard,6.0,DEN,CM,29-190,71,0,0,0,0,2,0,1,0,44,3,1,0,0.1,0.1,0.0,1,0,28,36,77.8,1,26,0,0,0,Brentford
Frank Onyeka,15.0,NGA,CM,25-258,19,0,0,0,0,0,0,0,0,23,3,0,1,0.0,0.0,0.0,0,0,15,18,83.3,0,15,1,2,1,Brentford
Mathias Jensen,8.0,DEN,CM,27-258,90,0,0,0,0,0,0,0,0,70,3,3,2,0.0,0.0,0.2,3,0,41,60,68.3,11,37,0,0,0,Brentford
Rico Henry,3.0,ENG,LB,26-070,41,0,0,0,0,0,0,0,0,15,2,0,0,0.0,0.0,0.0,1,0,10,12,83.3,2,9,1,0,0,Brentford
Mads Roerslev,30.0,DEN,"RB,CB",24-084,49,0,0,0,0,0,0,0,0,34,2,1,1,0.0,0.0,0.1,2,0,19,26,73.1,2,17,0,1,1,Brentford
Ben Mee,16.0,ENG,CB,33-360,71,0,0,0,0,0,0,0,0,34,3,1,0,0.0,0.0,0.0,0,0,22,28,78.6,2,20,1,0,0,Brentford
Neal Maupay,7.0,FRA,FW,27-033,19,0,0,0,0,1,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,1,1,1,0,0,Brentford
Ethan Pinnock,5.0,JAM,CB,30-110,90,0,0,0,0,0,0,0,0,49,3,1,2,0.0,0.0,0.1,0,0,23,31,74.2,2,18,0,0,0,Brentford
Nathan Collins,22.0,IRL,CB,22-139,90,0,0,0,0,0,0,1,0,56,3,2,3,0.0,0.0,0.0,0,0,34,44,77.3,3,28,0,1,1,Brentford
Aaron Hickey,2.0,SCO,"RB,LB",21-098,81,0,0,0,0,1,1,1,0,31,4,0,0,0.0,0.0,0.0,1,0,16,18,88.9,3,19,0,1,1,Brentford
Keane Lewis-Potter,23.0,ENG,LB,22-206,9,0,0,0,0,1,0,0,0,6,0,0,0,0.0,0.0,0.1,3,0,3,5,60.0,1,5,1,1,1,Brentford
Mark Flekken,1.0,NED,GK,30-095,90,0,0,0,0,0,0,1,0,48,0,0,0,0.0,0.0,0.0,0,0,20,43,46.5,0,33,0,0,0,Brentford
Dominic Solanke,9.0,ENG,FW,26-003,90,0,0,0,0,4,1,0,0,25,0,1,1,0.4,0.4,0.0,2,0,9,11,81.8,1,20,3,4,2,Bournemouth
Dango Ouattara,11.0,BFA,LW,21-218,62,0,0,0,0,2,1,0,0,27,3,1,0,0.2,0.2,0.0,1,0,3,10,30.0,0,9,1,2,1,Bournemouth
Justin Kluivert,19.0,NED,"RW,LW",24-135,28,0,0,0,0,1,0,0,0,14,0,1,0,0.0,0.0,0.1,3,0,8,10,80.0,2,13,3,0,0,Bournemouth
Marcus Tavernier,16.0,ENG,RW,24-179,72,0,0,0,0,2,1,0,0,26,1,0,0,0.1,0.1,0.0,3,0,15,19,78.9,0,16,3,5,3,Bournemouth
Luis Sinisterra,17.0,COL,LW,24-092,18,0,0,0,0,0,0,0,0,7,0,0,1,0.0,0.0,0.0,0,0,2,2,100.0,2,4,0,2,0,Bournemouth
Ryan Christie,10.0,SCO,AM,28-207,88,0,0,0,0,1,0,0,0,39,1,1,1,0.0,0.0,0.3,4,0,25,30,83.3,5,27,3,2,2,Bournemouth
David Brooks,7.0,WAL,AM,26-071,2,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.1,1,0,2,4,50.0,1,4,0,0,0,Bournemouth
Philip Billing,29.0,DEN,DM,27-098,90,0,0,0,0,2,0,0,0,40,1,1,3,0.3,0.3,0.2,3,0,19,26,73.1,2,24,1,2,1,Bournemouth
Lewis Cook,4.0,ENG,DM,26-226,90,0,0,0,0,1,1,0,0,49,3,5,0,0.0,0.0,0.0,2,0,30,37,81.1,4,24,0,2,2,Bournemouth
Milos Kerkez,3.0,HUN,LB,19-314,73,0,0,0,0,0,0,1,0,44,2,2,2,0.0,0.0,0.0,0,0,25,35,71.4,3,18,3,0,0,Bournemouth
Marcos Senesi,25.0,ARG,CB,26-130,17,0,0,0,0,0,0,0,0,12,0,0,1,0.0,0.0,0.0,0,0,6,8,75.0,0,4,0,0,0,Bournemouth
Lloyd Kelly,5.0,ENG,"CB,LB",24-346,90,0,0,0,0,0,0,0,0,55,1,1,2,0.0,0.0,0.0,1,0,37,47,78.7,6,33,2,0,0,Bournemouth
Illia Zabarnyi,27.0,UKR,CB,21-016,90,0,0,0,0,0,0,0,0,51,1,1,0,0.0,0.0,0.0,0,0,37,46,80.4,3,37,1,1,1,Bournemouth
Max Aarons,37.0,ENG,RB,23-256,90,0,0,0,0,0,0,0,0,51,1,3,1,0.0,0.0,0.0,4,0,27,39,69.2,4,25,3,0,0,Bournemouth
Neto,1.0,BRA,GK,34-060,90,0,0,0,0,0,0,0,0,33,0,0,0,0.0,0.0,0.0,0,0,24,29,82.8,0,16,0,0,0,Bournemouth
Nicolas Jackson,15.0,SEN,FW,22-089,90,0,0,0,0,3,1,1,0,27,0,0,0,0.3,0.3,0.0,1,0,14,16,87.5,0,17,0,4,1,Chelsea
Mykhailo Mudryk,10.0,UKR,LW,22-255,62,0,0,0,0,0,0,1,0,34,3,0,1,0.0,0.0,0.2,3,0,14,23,60.9,0,26,3,2,2,Chelsea
Cole Palmer,20.0,ENG,RW,21-134,28,0,0,0,0,1,1,0,0,21,2,0,0,0.2,0.2,0.0,3,0,14,17,82.4,2,12,4,0,0,Chelsea
Raheem Sterling,7.0,ENG,"RW,LW",28-283,90,0,0,0,0,4,0,1,0,47,0,0,1,0.4,0.4,0.3,5,0,28,34,82.4,6,41,7,7,3,Chelsea
Enzo Fernández,8.0,ARG,AM,22-243,80,0,0,0,0,1,1,0,0,58,0,1,0,0.0,0.0,0.0,3,0,48,51,94.1,4,45,1,1,0,Chelsea
Ian Maatsen,29.0,NED,AM,21-191,10,0,0,0,0,1,0,0,0,9,0,0,0,0.2,0.2,0.0,1,0,7,8,87.5,1,4,1,0,0,Chelsea
Lesley Ugochukwu,16.0,FRA,DM,19-175,90,0,0,0,0,0,0,0,0,55,0,0,0,0.0,0.0,0.0,1,0,45,53,84.9,8,42,2,2,2,Chelsea
Conor Gallagher,23.0,ENG,DM,23-223,90,0,0,0,0,1,1,0,0,82,0,2,1,0.2,0.2,0.1,4,0,64,70,91.4,17,64,4,1,0,Chelsea
Levi Colwill,26.0,ENG,LB,20-203,79,0,0,0,0,2,2,0,0,70,1,0,3,0.5,0.5,0.0,2,0,44,62,71.0,1,44,2,0,0,Chelsea
Ben Chilwell,21.0,ENG,LB,26-270,11,0,0,0,0,0,0,1,0,20,0,1,0,0.0,0.0,0.0,1,0,12,18,66.7,2,12,2,1,0,Chelsea
Thiago Silva,6.0,BRA,CB,38-360,90,0,0,0,0,0,0,0,0,85,0,1,1,0.0,0.0,0.0,0,0,79,83,95.2,2,69,1,0,0,Chelsea
Axel Disasi,2.0,FRA,CB,25-190,90,0,0,0,0,0,0,1,0,72,1,0,4,0.0,0.0,0.0,0,0,54,62,87.1,2,53,0,0,0,Chelsea
Malo Gusto,27.0,FRA,RB,20-121,90,0,0,0,0,1,0,0,0,96,2,0,1,0.0,0.0,0.0,1,0,70,83,84.3,7,75,5,4,2,Chelsea
Robert Sánchez,1.0,ESP,GK,25-303,90,0,0,0,0,0,0,0,0,57,0,0,0,0.0,0.0,0.0,1,0,49,53,92.5,0,35,0,0,0,Chelsea
Beto,14.0,GNB,FW,25-229,65,0,0,0,0,0,0,0,0,17,0,0,3,0.0,0.0,0.1,1,0,6,9,66.7,0,8,0,1,0,Everton
Dominic Calvert-Lewin,9.0,ENG,FW,26-185,25,0,0,0,0,1,0,0,0,10,0,0,0,0.1,0.1,0.0,1,0,1,6,16.7,0,5,0,1,1,Everton
Dwight McNeil,7.0,ENG,LW,23-299,87,0,0,0,0,2,0,0,0,18,1,0,1,0.1,0.1,0.0,1,0,10,11,90.9,1,12,0,1,0,Everton
Youssef Chermiti,28.0,POR,LW,19-116,3,0,0,0,0,0,0,0,0,4,0,0,1,0.0,0.0,0.0,0,0,1,1,100.0,0,1,0,1,0,Everton
Arnaut Danjuma,10.0,NED,RW,26-229,90,0,0,0,0,2,0,0,0,17,1,1,1,0.1,0.1,0.0,1,0,8,10,80.0,0,7,1,0,0,Everton
Abdoulaye Doucouré,16.0,MLI,CM,30-259,79,0,0,0,0,0,0,0,0,25,4,0,1,0.0,0.0,0.0,3,0,11,17,64.7,1,16,2,2,1,Everton
James Garner,37.0,ENG,CM,22-188,11,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,0,2,0.0,0,2,0,0,0,Everton
Amadou Onana,8.0,BEL,CM,22-032,90,0,0,0,0,0,0,0,0,30,2,0,0,0.0,0.0,0.0,3,0,21,26,80.8,2,19,0,0,0,Everton
Idrissa Gana Gueye,27.0,SEN,CM,33-356,90,0,0,0,0,2,1,0,0,26,2,2,0,0.1,0.1,0.1,2,0,14,19,73.7,1,21,3,0,0,Everton
Vitaliy Mykolenko,19.0,UKR,LB,24-111,90,0,0,0,0,1,0,0,0,37,5,1,1,0.0,0.0,0.0,0,0,17,24,70.8,1,15,0,1,0,Everton
Jarrad Branthwaite,32.0,ENG,CB,21-082,90,0,0,0,0,0,0,0,0,42,1,2,2,0.0,0.0,0.0,0,0,25,30,83.3,0,25,0,1,1,Everton
James Tarkowski,6.0,ENG,CB,30-302,90,0,0,0,0,0,0,0,0,35,1,1,3,0.0,0.0,0.0,0,0,17,26,65.4,1,14,0,0,0,Everton
Ashley Young,18.0,ENG,RB,38-070,86,0,0,0,0,0,0,1,0,33,1,2,0,0.0,0.0,0.0,0,0,15,27,55.6,2,16,0,0,0,Everton
Nathan Patterson,2.0,SCO,RB,21-336,4,0,0,0,0,0,0,0,0,3,1,1,0,0.0,0.0,0.1,2,0,2,2,100.0,1,1,0,0,0,Everton
Jordan Pickford,1.0,ENG,GK,29-194,90,0,0,0,0,0,0,0,0,47,0,0,0,0.0,0.0,0.0,1,0,22,45,48.9,0,26,0,0,0,Everton
Eddie Nketiah,14.0,ENG,FW,24-110,65,0,0,0,0,1,0,0,0,10,0,0,0,0.0,0.0,0.0,1,0,5,7,71.4,1,7,0,0,0,Arsenal
Gabriel Jesus,9.0,BRA,FW,26-167,25,0,0,0,0,0,0,0,0,10,1,0,0,0.0,0.0,0.0,0,0,2,5,40.0,0,11,0,1,1,Arsenal
Gabriel Martinelli,11.0,BRA,LW,22-091,23,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,0,0,6,9,66.7,0,6,1,0,0,Arsenal
Leandro Trossard,19.0,BEL,LW,28-287,67,1,0,0,0,1,1,0,0,35,2,2,1,0.1,0.1,0.1,2,0,22,27,81.5,6,24,1,1,1,Arsenal
Bukayo Saka,7.0,ENG,RW,22-012,90,0,1,0,0,0,0,0,0,56,1,0,2,0.0,0.0,0.1,3,1,39,46,84.8,3,36,1,7,2,Arsenal
Fabio Vieira,21.0,POR,LM,23-110,79,0,0,0,0,4,0,0,0,41,1,1,0,0.4,0.4,0.0,0,0,24,31,77.4,1,27,1,2,1,Arsenal
Kai Havertz,29.0,GER,LM,24-098,11,0,0,0,0,0,0,0,0,9,1,0,2,0.0,0.0,0.0,0,0,5,6,83.3,1,4,1,0,0,Arsenal
Declan Rice,41.0,ENG,CM,24-246,90,0,0,0,0,1,0,0,0,97,0,3,0,0.1,0.1,0.2,3,0,85,91,93.4,14,69,2,3,3,Arsenal
Martin Ødegaard,8.0,NOR,RM,24-274,90,0,0,0,0,2,2,0,0,57,0,0,0,0.3,0.3,0.1,9,1,44,51,86.3,7,42,3,2,1,Arsenal
Oleksandr Zinchenko,35.0,UKR,LB,26-276,79,0,0,0,0,3,0,0,0,100,2,0,0,0.1,0.1,0.0,1,0,81,94,86.2,10,62,2,0,0,Arsenal
Takehiro Tomiyasu,18.0,JPN,LB,24-316,11,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,3,6,50.0,0,1,0,0,0,Arsenal
Gabriel Magalhães,6.0,BRA,CB,25-272,90,0,0,0,0,0,0,1,0,106,0,0,2,0.0,0.0,0.0,0,0,90,101,89.1,6,80,0,0,0,Arsenal
William Saliba,2.0,FRA,CB,22-177,90,0,0,0,0,0,0,0,0,108,0,0,2,0.0,0.0,0.0,0,0,94,103,91.3,4,72,0,0,0,Arsenal
Ben White,4.0,ENG,RB,25-344,90,0,0,0,0,1,1,0,0,109,1,0,0,0.0,0.0,0.1,3,0,90,105,85.7,7,74,3,2,1,Arsenal
David Raya,22.0,ESP,GK,28-002,90,0,0,0,0,0,0,0,0,40,0,0,0,0.0,0.0,0.0,0,0,37,39,94.9,0,30,0,0,0,Arsenal
Taiwo Awoniyi,9.0,NGA,FW,26-037,87,0,1,0,0,1,0,0,0,13,1,0,0,0.1,0.1,0.1,4,1,9,11,81.8,1,5,0,0,0,Nott'ham Forest
Chris Wood,11.0,NZL,FW,31-285,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,0,3,0.0,0,3,0,0,0,Nott'ham Forest
Callum Hudson-Odoi,14.0,ENG,LW,22-315,70,1,0,0,0,3,2,0,0,29,1,0,0,0.1,0.1,0.2,3,0,18,25,72.0,2,21,6,2,2,Nott'ham Forest
Divock Origi,27.0,BEL,LW,28-153,20,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,1,0,1,3,33.3,0,4,0,0,0,Nott'ham Forest
Anthony Elanga,21.0,SWE,RW,21-144,90,0,0,0,0,1,1,0,0,43,0,0,2,0.0,0.0,0.1,4,0,23,31,74.2,6,25,3,2,1,Nott'ham Forest
Morgan Gibbs-White,10.0,ENG,AM,23-234,90,0,0,0,0,4,1,0,0,62,1,0,1,0.3,0.3,0.1,5,0,33,48,68.8,7,29,6,6,4,Nott'ham Forest
Orel Mangala,5.0,BEL,DM,25-184,70,0,0,0,0,2,0,1,0,36,1,0,1,0.1,0.1,0.0,3,0,24,28,85.7,1,18,0,0,0,Nott'ham Forest
Ryan Yates,22.0,ENG,DM,25-301,20,0,0,0,0,0,0,0,0,14,0,0,1,0.0,0.0,0.0,0,0,9,11,81.8,0,7,0,0,0,Nott'ham Forest
Ibrahim Sangaré,6.0,CIV,DM,25-290,90,0,0,0,0,1,0,0,0,53,5,3,2,0.1,0.1,0.0,2,1,30,40,75.0,1,26,0,2,0,Nott'ham Forest
Ola Aina,43.0,NGA,"LB,RB",26-345,90,0,0,0,0,1,0,0,0,61,3,0,0,0.0,0.0,0.0,4,0,37,49,75.5,6,30,4,2,1,Nott'ham Forest
Scott McKenna,26.0,SCO,CB,26-310,90,0,0,0,0,1,0,0,0,72,0,1,1,0.0,0.0,0.0,1,0,50,60,83.3,4,39,0,0,0,Nott'ham Forest
Joe Worrall,4.0,ENG,CB,26-251,90,0,0,0,0,0,0,0,0,62,0,2,0,0.0,0.0,0.0,0,0,46,55,83.6,4,37,0,0,0,Nott'ham Forest
Gonzalo Montiel,29.0,ARG,RB,26-260,52,0,0,0,0,0,0,1,0,42,1,0,1,0.0,0.0,0.0,0,0,22,35,62.9,1,21,0,0,0,Nott'ham Forest
Nuno Tavares,3.0,POR,LB,23-235,38,0,0,0,0,0,0,0,0,21,0,0,1,0.0,0.0,0.0,1,0,14,16,87.5,0,8,1,2,1,Nott'ham Forest
Matt Turner,1.0,USA,GK,29-086,90,0,0,0,0,0,0,0,0,41,0,0,0,0.0,0.0,0.0,0,0,31,40,77.5,0,23,0,0,0,Nott'ham Forest
Lyle Foster,17.0,RSA,FW,23-015,89,0,1,0,0,2,1,0,1,31,0,0,0,0.1,0.1,0.1,0,0,13,19,68.4,1,19,4,2,1,Burnley
